name	media type	episode count	dates aired	rating	url
Change!! Getter Robo: Sekai Saigo no Hi	OVA	13	1998-08-25 00:00:00	7.76	https://myanimelist.net/anime/978/Change_Getter_Robo__Sekai_Saigo_no_Hi
Devilman Lady	TV	26	1998-10-10 00:00:00	6.77	https://myanimelist.net/anime/1629/Devilman_Lady
Devilman Memorial	OVA	1	1999	5.98	https://myanimelist.net/anime/35952/Devilman_Memorial
Dr. Slump Movie 10: Arale no Bikkuriman	Movie	1	1999-03-06 00:00:00	6.24	https://myanimelist.net/anime/8550/Dr_Slump_Movie_10__Arale_no_Bikkuriman
Gosho Aoyama's Collection of Short Stories	Special	7	1999-03-17 00:00:00	7.35	https://myanimelist.net/anime/5578/Gosho_Aoyamas_Collection_of_Short_Stories
Detective Conan Movie 03: The Last Wizard of the Century	Movie	1	1999-04-17 00:00:00	8.12	https://myanimelist.net/anime/781/Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century
Detective Conan: Let's Experience the Jomon Period!	OVA	1	1999-06-25 00:00:00	6.77	https://myanimelist.net/anime/33148/Detective_Conan__Lets_Experience_the_Jomon_Period
Tetsuwan Atom: Ao Kishi no Kan	Movie	1	1999-07-20 00:00:00	6.03	https://myanimelist.net/anime/17965/Tetsuwan_Atom__Ao_Kishi_no_Kan
Shinsengumi	Movie	1	1999-07-20 00:00:00	6.07	https://myanimelist.net/anime/39360/Shinsengumi
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days	Special	1	1999-07-30 00:00:00	6.93	https://myanimelist.net/anime/1431/Lupin_III__Ai_no_Da_Capo_-_Fujikos_Unlucky_Days
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!	Special	1	1999-09-15 00:00:00	5.84	https://myanimelist.net/anime/30450/Dr_Slump__Hoyoyo_Arale_no_Himitsu_Dai_Koukai_dayo
One Piece	TV	Unknown	1999-10-20 00:00:00	8.53	https://myanimelist.net/anime/21/One_Piece
Uchuu no Kishi Tekkaman Blade OVA: Missing Link	OVA	1	1999-11-30 00:00:00	6.16	https://myanimelist.net/anime/2301/Uchuu_no_Kishi_Tekkaman_Blade_OVA__Missing_Link
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou	Special	1	1999-12-22 00:00:00	7.28	https://myanimelist.net/anime/16143/One_Piece__Kinkyuu_Kikaku_One_Piece_Kanzen_Kouryakuhou
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie	Movie	1	1999-12-23 00:00:00	7.19	https://myanimelist.net/anime/2901/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo_The_Movie
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba	OVA	1	2000	7.31	https://myanimelist.net/anime/1369/Detective_Conan_OVA_01__Conan_vs_Kid_vs_Yaiba
One Piece Movie 1	Movie	1	2000-03-04 00:00:00	7.19	https://myanimelist.net/anime/459/One_Piece_Movie_1
Time Bokan 2000: Kaitou Kiramekiman	TV	26	2000-04-05 00:00:00	6.14	https://myanimelist.net/anime/5475/Time_Bokan_2000__Kaitou_Kiramekiman
Detective Conan Movie 04: Captured in Her Eyes	Movie	1	2000-04-22 00:00:00	8.13	https://myanimelist.net/anime/1363/Detective_Conan_Movie_04__Captured_in_Her_Eyes
Amon: Devilman Mokushiroku	OVA	1	2000-05-24 00:00:00	6.54	https://myanimelist.net/anime/2356/Amon__Devilman_Mokushiroku
Detective Conan: The Internet - The Mysterious E-mail Case	OVA	1	2000-06-23 00:00:00	6.82	https://myanimelist.net/anime/33149/Detective_Conan__The_Internet_-_The_Mysterious_E-mail_Case
Lupin III: $1 Money Wars	Special	1	2000-07-28 00:00:00	7.25	https://myanimelist.net/anime/1422/Lupin_III__1_Money_Wars
InuYasha	TV	167	2000-10-16 00:00:00	7.91	https://myanimelist.net/anime/249/InuYasha
One Piece: Umi no Heso no Daibouken-hen	Special	1	2000-12-20 00:00:00	7.36	https://myanimelist.net/anime/1094/One_Piece__Umi_no_Heso_no_Daibouken-hen
Shin Getter Robo tai Neo Getter Robo	OVA	4	2000-12-21 00:00:00	7.15	https://myanimelist.net/anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo
Dynamic Super Robots Soushingekki	Special	3	2000-12-21 00:00:00	6.55	https://myanimelist.net/anime/12885/Dynamic_Super_Robots_Soushingekki
One Piece Movie 2: Nejimaki-jima no Daibouken	Movie	1	2001-03-03 00:00:00	7.26	https://myanimelist.net/anime/460/One_Piece_Movie_2__Nejimaki-jima_no_Daibouken
One Piece: Jango no Dance Carnival	Movie	1	2001-03-03 00:00:00	7.26	https://myanimelist.net/anime/2385/One_Piece__Jango_no_Dance_Carnival
Detective Conan Movie 05: Countdown to Heaven	Movie	1	2001-04-21 00:00:00	8.22	https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
Detective Conan: A Written Challenge from the Pyramids!	OVA	1	2001-06-22 00:00:00	6.95	https://myanimelist.net/anime/33150/Detective_Conan__A_Written_Challenge_from_the_Pyramids
Kinnikuman II Sei: Second Generations	Movie	1	2001-07-14 00:00:00	6.54	https://myanimelist.net/anime/6310/Kinnikuman_II_Sei__Second_Generations
Tetsuwan Atom: Chikyuu Saigo no Hi	Movie	1	2001-07-20 00:00:00	6.07	https://myanimelist.net/anime/17961/Tetsuwan_Atom__Chikyuu_Saigo_no_Hi
Lupin III: Alcatraz Connection	Special	1	2001-08-03 00:00:00	7.18	https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection
Mazinkaiser	OVA	7	2001-09-25 00:00:00	7.41	https://myanimelist.net/anime/1064/Mazinkaiser
Cyborg 009: The Cyborg Soldier	TV	52	2001-10-14 00:00:00	7.34	https://myanimelist.net/anime/1678/Cyborg_009__The_Cyborg_Soldier
Detective Conan: Chase the Mysterious Comet Monster!	OVA	1	2001-11-09 00:00:00	6.63	https://myanimelist.net/anime/33145/Detective_Conan__Chase_the_Mysterious_Comet_Monster
Yobarete Tobidete Akubi-chan	TV	26	2001-12-11 00:00:00	6.02	https://myanimelist.net/anime/5474/Yobarete_Tobidete_Akubi-chan
InuYasha Movie 01: Toki wo Koeru Omoi	Movie	1	2001-12-22 00:00:00	7.67	https://myanimelist.net/anime/452/InuYasha_Movie_01__Toki_wo_Koeru_Omoi
Detective Conan OVA 02: 16 Suspects	OVA	1	2002	7.39	https://myanimelist.net/anime/2512/Detective_Conan_OVA_02__16_Suspects
Kinnikuman II Sei	TV	51	2002-01-09 00:00:00	6.96	https://myanimelist.net/anime/1707/Kinnikuman_II_Sei
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku	Movie	1	2002-03-02 00:00:00	7.10	https://myanimelist.net/anime/461/One_Piece_Movie_3__Chinjuu-jima_no_Chopper_Oukoku
One Piece: Yume no Soccer Ou!	Movie	1	2002-03-02 00:00:00	7.26	https://myanimelist.net/anime/2386/One_Piece__Yume_no_Soccer_Ou
Lupin III: Ikiteita Majutsushi	OVA	1	2002-04-03 00:00:00	6.17	https://myanimelist.net/anime/1427/Lupin_III__Ikiteita_Majutsushi
Detective Conan Movie 06: The Phantom of Baker Street	Movie	1	2002-04-20 00:00:00	8.39	https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou	Movie	1	2002-07-20 00:00:00	6.83	https://myanimelist.net/anime/12279/Kinnikuman_II_Sei__Muscle_Ninjin_Soudatsu_sen_Choujin_Daisensou
Lupin III: Episode 0 "First Contact"	Special	1	2002-07-26 00:00:00	7.71	https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact
Maou Dante	TV	13	2002-08-31 00:00:00	6.18	https://myanimelist.net/anime/1628/Maou_Dante
Naruto	TV	220	2002-10-03 00:00:00	7.92	https://myanimelist.net/anime/20/Naruto
InuYasha Movie 02: Kagami no Naka no Mugenjo	Movie	1	2002-12-21 00:00:00	7.74	https://myanimelist.net/anime/450/InuYasha_Movie_02__Kagami_no_Naka_no_Mugenjo
Kyutai Panic Adventure!	Special	1	2003	4.85	https://myanimelist.net/anime/23933/Kyutai_Panic_Adventure
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy	OVA	1	2003	7.28	https://myanimelist.net/anime/2513/Detective_Conan_OVA_03__Conan_and_Heiji_and_the_Vanished_Boy
One Piece Movie 4: Dead End no Bouken	Movie	1	2003-03-01 00:00:00	7.68	https://myanimelist.net/anime/462/One_Piece_Movie_4__Dead_End_no_Bouken
Astro Boy: Tetsuwan Atom	TV	50	2003-04-06 00:00:00	7.03	https://myanimelist.net/anime/971/Astro_Boy__Tetsuwan_Atom
Tetsuwan Atom: Atom Tanjou no Himitsu	Movie	1	2003-04-06 00:00:00	6.27	https://myanimelist.net/anime/17959/Tetsuwan_Atom__Atom_Tanjou_no_Himitsu
One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!	Special	1	2003-04-06 00:00:00	7.36	https://myanimelist.net/anime/1237/One_Piece__Oounabara_ni_Hirake_Dekkai_Dekkai_Chichi_no_Yume
Detective Conan Movie 07: Crossroad in the Ancient Capital	Movie	1	2003-04-19 00:00:00	7.93	https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital
Naruto: Akaki Yotsuba no Clover wo Sagase	Special	1	2003-05-24 00:00:00	6.56	https://myanimelist.net/anime/761/Naruto__Akaki_Yotsuba_no_Clover_wo_Sagase
Detective Conan: City Exploration! Get the Animal Mark!	OVA	1	2003-06-20 00:00:00	6.85	https://myanimelist.net/anime/33152/Detective_Conan__City_Exploration_Get_the_Animal_Mark
Mazinkaiser: Shitou! Ankoku Dai Shogun	OVA	1	2003-07-25 00:00:00	7.27	https://myanimelist.net/anime/2734/Mazinkaiser__Shitou_Ankoku_Dai_Shogun
Lupin III: Otakara Henkyaku Daisakusen!!	Special	1	2003-08-01 00:00:00	7.46	https://myanimelist.net/anime/1424/Lupin_III__Otakara_Henkyaku_Daisakusen
Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou	Movie	1	2003-09-13 00:00:00	6.28	https://myanimelist.net/anime/18637/Tetsuwan_Atom__Ivan_no_Wakusei_-_Robot_to_Ningen_no_Yuujou
Bobobo-bo Bo-bobo	TV	76	2003-11-08 00:00:00	7.57	https://myanimelist.net/anime/1050/Bobobo-bo_Bo-bobo
One Piece: Mamore! Saigo no Dai Butai	Special	1	2003-12-14 00:00:00	7.43	https://myanimelist.net/anime/1238/One_Piece__Mamore_Saigo_no_Dai_Butai
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen	Movie	1	2003-12-20 00:00:00	6.96	https://myanimelist.net/anime/3547/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo_The_Movie_2__UFO_Shuurai_Tornado_Daisakusen
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!	Special	1	2003-12-20 00:00:00	6.83	https://myanimelist.net/anime/594/Naruto__Takigakure_no_Shitou_-_Ore_ga_Eiyuu_Dattebayo
InuYasha Movie 03: Tenka Hadou no Ken	Movie	1	2003-12-20 00:00:00	7.87	https://myanimelist.net/anime/451/InuYasha_Movie_03__Tenka_Hadou_no_Ken
Kyutai Panic Adventure Returns!	Special	1	2004	5.04	https://myanimelist.net/anime/23935/Kyutai_Panic_Adventure_Returns
Detective Conan OVA 04: Conan and Kid and Crystal Mother	OVA	1	2004	7.59	https://myanimelist.net/anime/2514/Detective_Conan_OVA_04__Conan_and_Kid_and_Crystal_Mother
Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...	Movie	1	2004-02-07 00:00:00	6.17	https://myanimelist.net/anime/17963/Tetsuwan_Atom__Kagayakeru_Hoshi_-_Anata_wa_Aoku_Utsukushii
One Piece Movie 5: Norowareta Seiken	Movie	1	2004-03-06 00:00:00	7.35	https://myanimelist.net/anime/463/One_Piece_Movie_5__Norowareta_Seiken
One Piece: Mezase! Kaizoku Yakyuu Ou	Movie	1	2004-03-06 00:00:00	7.13	https://myanimelist.net/anime/2490/One_Piece__Mezase_Kaizoku_Yakyuu_Ou
Kinnikuman II Sei: Ultimate Muscle	TV	13	2004-04-07 00:00:00	6.99	https://myanimelist.net/anime/5967/Kinnikuman_II_Sei__Ultimate_Muscle
Shin Getter Robo	OVA	13	2004-04-09 00:00:00	7.44	https://myanimelist.net/anime/2978/Shin_Getter_Robo
Panda-Z: The Robonimation	TV	30	2004-04-12 00:00:00	6.42	https://myanimelist.net/anime/2234/Panda-Z__The_Robonimation
Detective Conan Movie 08: Magician of the Silver Sky	Movie	1	2004-04-17 00:00:00	8.19	https://myanimelist.net/anime/1367/Detective_Conan_Movie_08__Magician_of_the_Silver_Sky
Detective Conan Movie 08: Time Travel of the Silver Sky	Special	1	2004-04-30 00:00:00	7.95	https://myanimelist.net/anime/7304/Detective_Conan_Movie_08__Time_Travel_of_the_Silver_Sky
Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo	Movie	1	2004-05-29 00:00:00	6.69	https://myanimelist.net/anime/39362/Astro_Boy__Tetsuwan_Atom_-_Getsumen_Kichi_-_Kieta_Robot_no_Nazo
Monkey Punch: Manga Katsudou Daishashin	TV	12	2004-07-04 00:00:00	7.18	https://myanimelist.net/anime/5343/Monkey_Punch__Manga_Katsudou_Daishashin
Re: Cutey Honey	OVA	3	2004-07-24 00:00:00	7.15	https://myanimelist.net/anime/151/Re__Cutey_Honey
Lupin III: Nusumareta Lupin	Special	1	2004-07-30 00:00:00	7.18	https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin
Eyeshield 21: Maboroshi no Golden Bowl	Special	1	2004-08-06 00:00:00	6.74	https://myanimelist.net/anime/1317/Eyeshield_21__Maboroshi_no_Golden_Bowl
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!	Movie	1	2004-08-21 00:00:00	7.17	https://myanimelist.net/anime/442/Naruto_Movie_1__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undouaki	Special	1	2004-08-21 00:00:00	6.93	https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo_-_Konoha_no_Sato_no_Dai_Undouaki
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e	Special	1	2004-09-23 00:00:00	6.96	https://myanimelist.net/anime/642/Ichigo_100__Koi_ga_Hajimaru_Satsuei_Gasshuku_-_Yureru_Kokoro_ga_Higashi_e_Nishi_e
Bobobo-bo Bo-bobo Recap	Special	1	2004-10-23 00:00:00	6.39	https://myanimelist.net/anime/30143/Bobobo-bo_Bo-bobo_Recap
InuYasha Movie 04: Guren no Houraijima	Movie	1	2004-12-23 00:00:00	7.62	https://myanimelist.net/anime/449/InuYasha_Movie_04__Guren_no_Houraijima
Tetsuwan Atom to Sagurou! Dosei wo Mawaru Shinpi no Hoshi Titan	Movie	1	2005	6.56	https://myanimelist.net/anime/39361/Tetsuwan_Atom_to_Sagurou_Dosei_wo_Mawaru_Shinpi_no_Hoshi_Titan
Detective Conan Movie 09: Promo Special	Special	1	2005	7.74	https://myanimelist.net/anime/7471/Detective_Conan_Movie_09__Promo_Special
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation	OVA	1	2005	7.33	https://myanimelist.net/anime/2515/Detective_Conan_OVA_05__The_Target_is_Kogoro_The_Detective_Boys_Secret_Investigation
Eyeshield 21: Jump Festa 2005 Special	Special	1	2005	6.85	https://myanimelist.net/anime/6418/Eyeshield_21__Jump_Festa_2005_Special
Cofun Gal no Coffy	ONA	10	2005	4.65	https://myanimelist.net/anime/13501/Cofun_Gal_no_Coffy
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan	Special	1	2005-01-02 00:00:00	6.71	https://myanimelist.net/anime/33874/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Maguro_no_Notta_Keikan
Gallery Fake	TV	37	2005-01-08 00:00:00	7.56	https://myanimelist.net/anime/364/Gallery_Fake
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima	Movie	1	2005-03-05 00:00:00	7.73	https://myanimelist.net/anime/464/One_Piece_Movie_6__Omatsuri_Danshaku_to_Himitsu_no_Shima
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug	Special	1	2005-03-27 00:00:00	6.63	https://myanimelist.net/anime/33875/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryoutsu_vs_Nakimushi_Aidoru_Nihon_Ikkai_Dai-Sug
Ichigo 100%	TV	12	2005-04-06 00:00:00	6.76	https://myanimelist.net/anime/248/Ichigo_100
Eyeshield 21	TV	145	2005-04-06 00:00:00	8.03	https://myanimelist.net/anime/15/Eyeshield_21
Detective Conan Movie 09: Strategy Above the Depths	Movie	1	2005-04-09 00:00:00	7.92	https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths
Ichigo 100% OVA	OVA	4	2005-06-20 00:00:00	6.97	https://myanimelist.net/anime/981/Ichigo_100_OVA
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori	Special	1	2005-07-22 00:00:00	7.18	https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori
Detective Conan: Conan vs. Kid - Shark & Jewel	Movie	1	2005-07-29 00:00:00	7.74	https://myanimelist.net/anime/9785/Detective_Conan__Conan_vs_Kid_-_Shark___Jewel
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!	Movie	1	2005-08-06 00:00:00	6.98	https://myanimelist.net/anime/936/Naruto_Movie_2__Dai_Gekitotsu_Maboroshi_no_Chiteiiseki_Dattebayo
Astro Boy: Tetsuwan Atom - 10-man Kounen no Raihousha - IGZA	Movie	1	2005-09-01 00:00:00	7.12	https://myanimelist.net/anime/39363/Astro_Boy__Tetsuwan_Atom_-_10-man_Kounen_no_Raihousha_-_IGZA
Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special	Special	1	2005-09-14 00:00:00	6.35	https://myanimelist.net/anime/19479/Monkey_Punch__Manga_Katsudou_Daishashin_-_Crime_Mate_Special
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi	Special	1	2005-09-24 00:00:00	8.11	https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D	Special	1	2005-10-23 00:00:00	6.74	https://myanimelist.net/anime/33876/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_to_Chyuuken_Rakkii_Monogatari_-_Kameari_D
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou	Special	1	2005-12-18 00:00:00	7.30	https://myanimelist.net/anime/2020/One_Piece__Nenmatsu_Tokubetsu_Kikaku_Mugiwara_no_Luffy_Oyabun_Torimonochou
Ichigo 100% Special 2	Special	1	2005-12-18 00:00:00	6.95	https://myanimelist.net/anime/641/Ichigo_100_Special_2
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!	OVA	1	2005-12-22 00:00:00	6.85	https://myanimelist.net/anime/1074/Naruto_Narutimate_Hero_3__Tsuini_Gekitotsu_Jounin_vs_Genin_Musabetsu_Dairansen_Taikai_Kaisai
Detective Conan Movie 10: Promo Special	Special	1	2006	7.79	https://myanimelist.net/anime/7305/Detective_Conan_Movie_10__Promo_Special
Detective Conan: Anti-Crime Guide	OVA	1	2006	6.97	https://myanimelist.net/anime/36269/Detective_Conan__Anti-Crime_Guide
Kinnikuman II Sei: Ultimate Muscle 2	TV	13	2006-01-04 00:00:00	7.06	https://myanimelist.net/anime/5968/Kinnikuman_II_Sei__Ultimate_Muscle_2
One Piece Movie 7: Karakuri-jou no Mecha Kyohei	Movie	1	2006-03-04 00:00:00	7.38	https://myanimelist.net/anime/465/One_Piece_Movie_7__Karakuri-jou_no_Mecha_Kyohei
Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!	OVA	1	2006-03-15 00:00:00	7.50	https://myanimelist.net/anime/1368/Detective_Conan_OVA_06__Follow_the_Vanished_Diamond_Conan___Heiji_vs_Kid
Akubi Girl	TV	26	2006-04-02 00:00:00	6.06	https://myanimelist.net/anime/6077/Akubi_Girl
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha	Special	1	2006-04-02 00:00:00	6.85	https://myanimelist.net/anime/33877/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Hashire_Ryoutsu-shiki_Chinchin_Densha
Gintama	TV	201	2006-04-04 00:00:00	8.99	https://myanimelist.net/anime/918/Gintama
Himitsukessha Taka no Tsume	TV	11	2006-04-06 00:00:00	6.29	https://myanimelist.net/anime/4737/Himitsukessha_Taka_no_Tsume
Cofun Gal no Coffy (TV)	TV	11	2006-04-06 00:00:00	5.52	https://myanimelist.net/anime/13503/Cofun_Gal_no_Coffy_TV
Detective Conan Movie 10: Requiem of the Detectives	Movie	1	2006-04-15 00:00:00	8.18	https://myanimelist.net/anime/1506/Detective_Conan_Movie_10__Requiem_of_the_Detectives
Detective Conan: Conan vs. Kid - Jet Black Sniper	Movie	1	2006-07-28 00:00:00	7.48	https://myanimelist.net/anime/9786/Detective_Conan__Conan_vs_Kid_-_Jet_Black_Sniper
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!	Movie	1	2006-08-05 00:00:00	6.96	https://myanimelist.net/anime/2144/Naruto_Movie_3__Dai_Koufun_Mikazuki_Jima_no_Animaru_Panikku_Dattebayo
Lupin III: Seven Days Rhapsody	Special	1	2006-09-08 00:00:00	7.11	https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody
Himitsukessha Taka no Tsume Specials	Special	4	2006-09-21 00:00:00	5.18	https://myanimelist.net/anime/34353/Himitsukessha_Taka_no_Tsume_Specials
Cofun Gal no Coffy (TV) Specials	Special	4	2006-09-21 00:00:00	5.12	https://myanimelist.net/anime/34356/Cofun_Gal_no_Coffy_TV_Specials
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om	Special	1	2006-09-24 00:00:00	6.73	https://myanimelist.net/anime/33878/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryoutsu_no_Asakusa_Rinyuuaru_Daisakusen_-_Aa_Om
One Piece: Straw Hat Theater	Special	5	2006-10-01 00:00:00	7.48	https://myanimelist.net/anime/2680/One_Piece__Straw_Hat_Theater
Katekyo Hitman Reborn!	TV	203	2006-10-07 00:00:00	8.28	https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
Naruto: Shippuuden	TV	500	2007-02-15 00:00:00	8.20	https://myanimelist.net/anime/1735/Naruto__Shippuuden
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan	Movie	1	2007-03-03 00:00:00	6.02	https://myanimelist.net/anime/8551/Dr_Slump_Movie_11__Dr_Mashirito___Abale-chan
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi	Movie	1	2007-03-03 00:00:00	7.41	https://myanimelist.net/anime/2107/One_Piece_Movie_8__Episode_of_Alabasta_-_Sabaku_no_Oujo_to_Kaizoku-tachi
One Piece: Episode of Alabasta - Prologue	OVA	1	2007-03-03 00:00:00	7.36	https://myanimelist.net/anime/28683/One_Piece__Episode_of_Alabasta_-_Prologue
Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys	OVA	1	2007-03-13 00:00:00	7.34	https://myanimelist.net/anime/2597/Detective_Conan_OVA_07__A_Challenge_from_Agasa_Agasa_vs_Conan_and_the_Detective_Boys
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu	Movie	1	2007-03-17 00:00:00	5.78	https://myanimelist.net/anime/8355/Himitsukessha_Taka_no_Tsume_The_Movie_1__Soutou_wa_Nido_Shinu
Cofun Gal no Coffy: Okehazama no Tatakai	Movie	1	2007-03-17 00:00:00	5.04	https://myanimelist.net/anime/13507/Cofun_Gal_no_Coffy__Okehazama_no_Tatakai
Koutetsushin Jeeg	TV	13	2007-04-05 00:00:00	7.02	https://myanimelist.net/anime/2157/Koutetsushin_Jeeg
Detective Conan Movie 11: Jolly Roger in the Deep Azure	Movie	1	2007-04-21 00:00:00	7.58	https://myanimelist.net/anime/2171/Detective_Conan_Movie_11__Jolly_Roger_in_the_Deep_Azure
Lupin III: Kiri no Elusive	Special	1	2007-07-27 00:00:00	6.96	https://myanimelist.net/anime/3019/Lupin_III__Kiri_no_Elusive
Naruto: Shippuuden Movie 1	Movie	1	2007-08-04 00:00:00	7.40	https://myanimelist.net/anime/2472/Naruto__Shippuuden_Movie_1
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n	Special	2	2007-08-05 00:00:00	7.15	https://myanimelist.net/anime/33879/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Shiiron_Tankentai_Sumidagawa_no_Chikai_-_Omoide_n
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket	Special	2	2007-09-30 00:00:00	6.57	https://myanimelist.net/anime/33880/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_no_Sushi_Kuinee_-_Choujyou_Maguro_Taiket
Himitsukessha Taka no Tsume: Christmas Daisakusen	Special	1	2007-10-11 00:00:00	5.00	https://myanimelist.net/anime/34354/Himitsukessha_Taka_no_Tsume__Christmas_Daisakusen
Cofun Gal no Coffy (TV): Christmas Daisakusen	Special	1	2007-10-11 00:00:00	4.63	https://myanimelist.net/anime/34355/Cofun_Gal_no_Coffy_TV__Christmas_Daisakusen
Pyuu to Fuku! Jaguar	OVA	3	2007-11-19 00:00:00	6.70	https://myanimelist.net/anime/17933/Pyuu_to_Fuku_Jaguar
Detective Conan: Black History	Special	1	2007-12-17 00:00:00	7.72	https://myanimelist.net/anime/7303/Detective_Conan__Black_History
Detective Conan: Black History 2	Special	1	2007-12-17 00:00:00	7.61	https://myanimelist.net/anime/9839/Detective_Conan__Black_History_2
Yatterman x Toshiba	Special	1	2008	5.25	https://myanimelist.net/anime/29739/Yatterman_x_Toshiba
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files	OVA	1	2008	7.28	https://myanimelist.net/anime/6198/Detective_Conan_OVA_08__High_School_Girl_Detective_Sonoko_Suzukis_Case_Files
Mame-Mofu Collab Animation	ONA	1	2008	5.50	https://myanimelist.net/anime/33549/Mame-Mofu_Collab_Animation
Mameshiba Bangai-hen	Special	4	2008 to 2013	5.80	https://myanimelist.net/anime/33552/Mameshiba_Bangai-hen
Yatterman	TV	60	2008-01-14 00:00:00	6.69	https://myanimelist.net/anime/3295/Yatterman
Naruto: Shippuuden - Shippuu! "Konoha Gakuen" Den	Special	1	2008-02-06 00:00:00	7.24	https://myanimelist.net/anime/4134/Naruto__Shippuuden_-_Shippuu_Konoha_Gakuen_Den
