name	media type	episode count	dates aired	rating	url
Danball Senki Wars	TV	37	2013-04-03 00:00:00	7.27	https://myanimelist.net/anime/17917/Danball_Senki_Wars
Himitsukessha Taka no Tsume MAX	TV	38	2013-04-05 00:00:00	6.02	https://myanimelist.net/anime/18241/Himitsukessha_Taka_no_Tsume_MAX
Mazinger ZIP!	TV	237	2013-04-08 00:00:00	6.01	https://myanimelist.net/anime/18365/Mazinger_ZIP
Detective Conan Movie 17: Private Eye in the Distant Sea	Movie	1	2013-04-20 00:00:00	7.82	https://myanimelist.net/anime/14735/Detective_Conan_Movie_17__Private_Eye_in_the_Distant_Sea
Momoya x Peeping Life: Go en Desu yo!	ONA	4	2013-04-25 00:00:00	5.50	https://myanimelist.net/anime/19337/Momoya_x_Peeping_Life__Go_en_Desu_yo
Takarakuji x Rope	ONA	5	2013-04-25 00:00:00	4.71	https://myanimelist.net/anime/30153/Takarakuji_x_Rope
Inazuma Eleven Go: Galaxy	TV	43	2013-05-08 00:00:00	6.88	https://myanimelist.net/anime/18097/Inazuma_Eleven_Go__Galaxy
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA	ONA	4	2013-06-06 00:00:00	5.51	https://myanimelist.net/anime/22635/Peeping_Life__Tezuka_Pro_-_Tatsunoko_Pro_Wonderland_ONA
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland	OVA	10	2013-06-25 00:00:00	5.77	https://myanimelist.net/anime/22631/Peeping_Life__Tezuka_Pro_-_Tatsunoko_Pro_Wonderland
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials	Special	2	2013-06-25 00:00:00	4.64	https://myanimelist.net/anime/22633/Peeping_Life__Tezuka_Pro_-_Tatsunoko_Pro_Wonderland_Specials
Bakuman. 3rd Season Specials	Special	2	2013-06-26 00:00:00	7.11	https://myanimelist.net/anime/23361/Bakuman_3rd_Season_Specials
Go! Go! Kadendanshi	ONA	78	2013-07-02 00:00:00	4.91	https://myanimelist.net/anime/19169/Go_Go_Kadendanshi
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare	Movie	1	2013-07-06 00:00:00	9.00	https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare
Tanahashi Hiroshi X Mameshiba Pro Wrestling	Special	2	2013-07-09 00:00:00	5.25	https://myanimelist.net/anime/33543/Tanahashi_Hiroshi_X_Mameshiba_Pro_Wrestling
Gin no Saji	TV	11	2013-07-12 00:00:00	8.15	https://myanimelist.net/anime/16918/Gin_no_Saji
Gatchaman Crowds	TV	12	2013-07-13 00:00:00	7.40	https://myanimelist.net/anime/18229/Gatchaman_Crowds
Toriko Movie: Bishokushin no Special Menu	Movie	1	2013-07-27 00:00:00	7.22	https://myanimelist.net/anime/17699/Toriko_Movie__Bishokushin_no_Special_Menu
Bic Contact X Mameshiba Collab CM	Special	1	2013-08-02 00:00:00	5.24	https://myanimelist.net/anime/33550/Bic_Contact_X_Mameshiba_Collab_CM
Saiki Kusuo no Ψ-nan (ONA)	ONA	1	2013-08-04 00:00:00	6.34	https://myanimelist.net/anime/19469/Saiki_Kusuo_no_Ψ-nan_ONA
Peeping Life: YouTuber-kun	ONA	4	2013-08-08 00:00:00	4.58	https://myanimelist.net/anime/20955/Peeping_Life__YouTuber-kun
Ponkotsu Quest: Maou to Haken no Mamono-tachi	ONA	Unknown	2013-08-22 00:00:00	5.68	https://myanimelist.net/anime/31667/Ponkotsu_Quest__Maou_to_Haken_no_Mamono-tachi
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari	Special	1	2013-08-24 00:00:00	8.28	https://myanimelist.net/anime/19123/One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
Daiyoshi P Produce Ashita no Jobuubu	ONA	10	2013-08-30 00:00:00	5.00	https://myanimelist.net/anime/36261/Daiyoshi_P_Produce_Ashita_no_Jobuubu
Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus	Movie	1	2013-09-13 00:00:00	5.81	https://myanimelist.net/anime/19535/Taka_no_Tsume_GO__Utsukushiki_Elleair_Shoushuu_Plus
Kamiusagi Rope x Tokyo Gas	ONA	2	2013-09-19 00:00:00	5.00	https://myanimelist.net/anime/35305/Kamiusagi_Rope_x_Tokyo_Gas
JU Chuuko Jidousha Hanbaishi x Peeping Life	ONA	2	2013-09-30 00:00:00	5.00	https://myanimelist.net/anime/29752/JU_Chuuko_Jidousha_Hanbaishi_x_Peeping_Life
Gaist Crusher	TV	51	2013-10-02 00:00:00	6.01	https://myanimelist.net/anime/19871/Gaist_Crusher
Ansatsu Kyoushitsu: Jump Festa 2013 Special	Special	1	2013-10-06 00:00:00	7.30	https://myanimelist.net/anime/19759/Ansatsu_Kyoushitsu__Jump_Festa_2013_Special
Naruto: Shippuuden - Sunny Side Battle	Special	1	2013-10-06 00:00:00	7.41	https://myanimelist.net/anime/19511/Naruto__Shippuuden_-_Sunny_Side_Battle
Tire Kan x Kamiusagi Rope	ONA	22	2013-10-14 00:00:00	5.34	https://myanimelist.net/anime/35287/Tire_Kan_x_Kamiusagi_Rope
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi	Special	1	2013-11-15 00:00:00	6.99	https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi
Gintama x Mameshiba	Special	6	2013-12-03 00:00:00	6.83	https://myanimelist.net/anime/19261/Gintama_x_Mameshiba
Lupin III vs. Detective Conan: The Movie	Movie	1	2013-12-07 00:00:00	8.01	https://myanimelist.net/anime/18429/Lupin_III_vs_Detective_Conan__The_Movie
Momoya x Peeping Life: Go en Desu yo! II	ONA	5	2013-12-19 00:00:00	5.56	https://myanimelist.net/anime/22671/Momoya_x_Peeping_Life__Go_en_Desu_yo_II
Gin no Saji 2nd Season	TV	11	2014-01-10 00:00:00	8.33	https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
Kamiusagi Rope x TOHO Cinemas (Movies)	Movie	Unknown	2014-01-11 00:00:00	4.60	https://myanimelist.net/anime/35312/Kamiusagi_Rope_x_TOHO_Cinemas_Movies
One Piece: Cry Heart	Special	3	2014-01-19 00:00:00	6.76	https://myanimelist.net/anime/22661/One_Piece__Cry_Heart
Shiseido x Kamiusagi Rope	ONA	2	2014-01-21 00:00:00	5.00	https://myanimelist.net/anime/35307/Shiseido_x_Kamiusagi_Rope
Gatchaman Crowds: Embrace	Special	1	2014-01-22 00:00:00	7.45	https://myanimelist.net/anime/23703/Gatchaman_Crowds__Embrace
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!	ONA	6	2014-02-22 00:00:00	6.39	https://myanimelist.net/anime/23341/Mahouka_Koukou_no_Rettousei__Yoku_Wakaru_Mahouka
Danball Senki Wars: All Star Battle	Special	1	2014-02-27 00:00:00	6.56	https://myanimelist.net/anime/33957/Danball_Senki_Wars__All_Star_Battle
Ponkotsu Quest x Gatchaman Special	ONA	1	2014-03-02 00:00:00	5.39	https://myanimelist.net/anime/34844/Ponkotsu_Quest_x_Gatchaman_Special
Ponkotsu Quest Specials	ONA	Unknown	2014-03-13 00:00:00	5.76	https://myanimelist.net/anime/34845/Ponkotsu_Quest_Specials
Mameshiba x Gaist Crusher Collab CM	Special	1	2014-03-21 00:00:00	5.60	https://myanimelist.net/anime/33547/Mameshiba_x_Gaist_Crusher_Collab_CM
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen	ONA	1	2014-03-25 00:00:00	4.23	https://myanimelist.net/anime/35310/Kamiusagi_Rope___Taka_no_Tsume_Collab_Eizou-hen
Peeping Life: Shinkon-chan Kansai ni Irasshai	ONA	1	2014-03-27 00:00:00	5.16	https://myanimelist.net/anime/24443/Peeping_Life__Shinkon-chan_Kansai_ni_Irasshai
Ohayou Hakushon Daimaou	TV	237	2014-03-31 00:00:00	6.11	https://myanimelist.net/anime/38363/Ohayou_Hakushon_Daimaou
Taka no Tsume 7: Joou Heika no Jobuubu	Movie	1	2014-04-04 00:00:00	6.32	https://myanimelist.net/anime/37115/Taka_no_Tsume_7__Joou_Heika_no_Jobuubu
Dragon Ball Kai (2014)	TV	61	2014-04-06 00:00:00	7.87	https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014
Mahouka Koukou no Rettousei	TV	26	2014-04-06 00:00:00	7.71	https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei
Himitsukessha Taka no Tsume EX	TV	38	2014-04-11 00:00:00	5.77	https://myanimelist.net/anime/22821/Himitsukessha_Taka_no_Tsume_EX
Detective Conan Movie 18: The Sniper from Another Dimension	Movie	1	2014-04-19 00:00:00	8.19	https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension
Go! Go! Kadendanshi 2nd Season	ONA	78	2014-04-29 00:00:00	5.00	https://myanimelist.net/anime/23857/Go_Go_Kadendanshi_2nd_Season
Detective Conan: The Fugitive Kogorou Mouri	ONA	1	2014-04-30 00:00:00	7.05	https://myanimelist.net/anime/24169/Detective_Conan__The_Fugitive_Kogorou_Mouri
3-bu de Wakaru Koizumi Yakumo no Kaidan	ONA	7	2014-05-09 00:00:00	5.54	https://myanimelist.net/anime/37666/3-bu_de_Wakaru_Koizumi_Yakumo_no_Kaidan
Ponkotsu Quest x Monsterz	ONA	3	2014-05-25 00:00:00	6.00	https://myanimelist.net/anime/34843/Ponkotsu_Quest_x_Monsterz
Inazuma Eleven: Chou Jigen Dream Match	Movie	1	2014-06-13 00:00:00	7.06	https://myanimelist.net/anime/24347/Inazuma_Eleven__Chou_Jigen_Dream_Match
Lupin the IIIrd: Jigen Daisuke no Bohyou	Movie	1	2014-06-21 00:00:00	7.90	https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film	ONA	1	2014-06-25 00:00:00	5.32	https://myanimelist.net/anime/30442/Kana_Kana_Kazoku_x_Himitsukessha_Taka_no_Tsume_Collaboration_Film
Kana Kana Kazoku	ONA	Unknown	2014-07-26 00:00:00	5.21	https://myanimelist.net/anime/24977/Kana_Kana_Kazoku
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai	Special	1	2014-08-30 00:00:00	8.02	https://myanimelist.net/anime/25161/One_Piece_3D2Y__Ace_no_shi_wo_Koete_Luffy_Nakama_Tono_Chikai
Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou	ONA	6	2014-09-01 00:00:00	4.89	https://myanimelist.net/anime/31604/Kana_Kana_Kazoku_Shorts__Naru_Haya_Kakusan_Kibou
Magic Kaito 1412	TV	24	2014-10-04 00:00:00	7.95	https://myanimelist.net/anime/25517/Magic_Kaito_1412
Donten ni Warau	TV	12	2014-10-04 00:00:00	7.59	https://myanimelist.net/anime/21743/Donten_ni_Warau
Beppu x Peeping Life	ONA	1	2014-11-06 00:00:00	4.86	https://myanimelist.net/anime/29731/Beppu_x_Peeping_Life
Ansatsu Kyoushitsu: Deai no Jikan	Special	1	2014-11-09 00:00:00	7.48	https://myanimelist.net/anime/28405/Ansatsu_Kyoushitsu__Deai_no_Jikan
Kana Kana Kazoku: Rika in Wonderland	ONA	1	2014-11-12 00:00:00	4.42	https://myanimelist.net/anime/31603/Kana_Kana_Kazoku__Rika_in_Wonderland
Takemoto Denki x Peeping Life	ONA	1	2014-11-16 00:00:00	5.26	https://myanimelist.net/anime/32142/Takemoto_Denki_x_Peeping_Life
The Last: Naruto the Movie	Movie	1	2014-12-06 00:00:00	7.87	https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie
Kana Kana Kazoku: Stop Rubella	ONA	1	2014-12-24 00:00:00	4.59	https://myanimelist.net/anime/30444/Kana_Kana_Kazoku__Stop_Rubella
The Disappearance of Conan Edogawa: The Worst Two Days in History	Special	1	2014-12-26 00:00:00	7.84	https://myanimelist.net/anime/21867/The_Disappearance_of_Conan_Edogawa__The_Worst_Two_Days_in_History
Detective Conan: Happy New Year Special	Special	1	2015-01-03 00:00:00	7.17	https://myanimelist.net/anime/29437/Detective_Conan__Happy_New_Year_Special
Kana Kana Kazoku: Shinnen no Goaisatsu	ONA	1	2015-01-07 00:00:00	5.19	https://myanimelist.net/anime/30443/Kana_Kana_Kazoku__Shinnen_no_Goaisatsu
Ansatsu Kyoushitsu	TV	22	2015-01-10 00:00:00	8.21	https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
Yoru no Yatterman	TV	12	2015-01-11 00:00:00	6.54	https://myanimelist.net/anime/28155/Yoru_no_Yatterman
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! - Saiseitte Nani?	Special	1	2015-02-25 00:00:00	6.56	https://myanimelist.net/anime/31448/Mahouka_Koukou_no_Rettousei__Yoku_Wakaru_Mahouka_-_Saiseitte_Nani
Purina Felix	Special	6	2015-03-04 00:00:00	5.76	https://myanimelist.net/anime/36769/Purina_Felix
Good Morning!!! Doronjo	TV	243	2015-03-30 00:00:00	5.36	https://myanimelist.net/anime/31699/Good_Morning_Doronjo
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru	Special	1	2015-04-03 00:00:00	8.14	https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
Himitsukessha Taka no Tsume DO	TV	38	2015-04-03 00:00:00	4.97	https://myanimelist.net/anime/30470/Himitsukessha_Taka_no_Tsume_DO
Gintama°	TV	51	2015-04-08 00:00:00	9.11	https://myanimelist.net/anime/28977/Gintama°
Heisei Matsue Kaidan	ONA	7	2015-04-09 00:00:00	4.91	https://myanimelist.net/anime/37667/Heisei_Matsue_Kaidan
Grendizer Giga	ONA	1	2015-04-12 00:00:00	5.65	https://myanimelist.net/anime/31467/Grendizer_Giga
Detective Conan Movie 19: The Hellfire Sunflowers	Movie	1	2015-04-18 00:00:00	7.78	https://myanimelist.net/anime/28479/Detective_Conan_Movie_19__The_Hellfire_Sunflowers
Dragon Ball Z Movie 15: Fukkatsu no "F"	Movie	1	2015-04-18 00:00:00	7.31	https://myanimelist.net/anime/25389/Dragon_Ball_Z_Movie_15__Fukkatsu_no_F
Gatchaman Crowds Insight: Inbound	ONA	1	2015-06-20 00:00:00	7.06	https://myanimelist.net/anime/30925/Gatchaman_Crowds_Insight__Inbound
Kaette Kite yoo Toyama kara	ONA	4	2015-06-29 00:00:00	4.59	https://myanimelist.net/anime/31599/Kaette_Kite_yoo_Toyama_kara
Ushio to Tora (TV)	TV	26	2015-07-03 00:00:00	7.65	https://myanimelist.net/anime/29854/Ushio_to_Tora_TV
Gatchaman Crowds Insight	TV	12	2015-07-05 00:00:00	7.37	https://myanimelist.net/anime/21039/Gatchaman_Crowds_Insight
Dragon Ball Super	TV	131	2015-07-05 00:00:00	7.67	https://myanimelist.net/anime/30694/Dragon_Ball_Super
Kaijuu Sakaba Kanpai!	TV	13	2015-07-07 00:00:00	5.67	https://myanimelist.net/anime/30777/Kaijuu_Sakaba_Kanpai
To LOVE-Ru Darkness 2nd	TV	12	2015-07-07 00:00:00	7.66	https://myanimelist.net/anime/28979/To_LOVE-Ru_Darkness_2nd
Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro	OVA	9	2015-07-10 00:00:00	4.60	https://myanimelist.net/anime/32143/Peeping_Life_x_Kaijuu_Sakaba_Kaiji__Kaijuu-tachi_ga_Iru_Tokoro
Boruto: Naruto the Movie	Movie	1	2015-08-07 00:00:00	7.76	https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi	Special	1	2015-08-22 00:00:00	7.79	https://myanimelist.net/anime/31289/One_Piece__Episode_of_Sabo_-_3_Kyoudai_no_Kizuna_Kiseki_no_Saikai_to_Uketsugareru_Ishi
Lupin III (2015) Specials	Special	2	2015-09-06 00:00:00	7.30	https://myanimelist.net/anime/33074/Lupin_III_2015_Specials
Satto Anshin, SAT x Peeping Life	ONA	3	2015-09-30 00:00:00	5.39	https://myanimelist.net/anime/32734/Satto_Anshin_SAT_x_Peeping_Life
Lupin III (2015)	TV	24	2015-10-02 00:00:00	7.95	https://myanimelist.net/anime/27947/Lupin_III_2015
Peeping Life TV: Season 1??	TV	12	2015-10-04 00:00:00	5.72	https://myanimelist.net/anime/31549/Peeping_Life_TV__Season_1
ZIP! x Peeping Life TV: Cool Japan Saizensen	ONA	5	2015-10-19 00:00:00	4.68	https://myanimelist.net/anime/32733/ZIP_x_Peeping_Life_TV__Cool_Japan_Saizensen
Ponkotsuland Saga	ONA	1	2015-10-24 00:00:00	4.58	https://myanimelist.net/anime/31647/Ponkotsuland_Saga
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue	Special	1	2015-11-03 00:00:00	8.12	https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
Cyborg 009 VS Devilman	OVA	3	2015-11-11 00:00:00	6.50	https://myanimelist.net/anime/31050/Cyborg_009_VS_Devilman
Mameshiba Gakuen	Special	6	2015-11-19 00:00:00	5.70	https://myanimelist.net/anime/33542/Mameshiba_Gakuen
One Piece: Long Ring Long Land-hen	Special	1	2015-12-11 00:00:00	6.88	https://myanimelist.net/anime/32437/One_Piece__Long_Ring_Long_Land-hen
One Piece: Adventure of Nebulandia	Special	1	2015-12-19 00:00:00	7.40	https://myanimelist.net/anime/32051/One_Piece__Adventure_of_Nebulandia
Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials	Special	Unknown	2015-12-23 00:00:00	6.20	https://myanimelist.net/anime/34847/Ponkotsu_Quest__Maou_to_Haken_no_Mamono-tachi_Specials
Scratch x One Piece Film: Gold	Special	1	2016	6.09	https://myanimelist.net/anime/36240/Scratch_x_One_Piece_Film__Gold
One Piece Film: Gold - Cine Mike Popcorn Kokuchi	Special	1	2016	6.20	https://myanimelist.net/anime/36241/One_Piece_Film__Gold_-_Cine_Mike_Popcorn_Kokuchi
To LOVE-Ru Darkness 2nd OVA	OVA	3	2016-01-04 00:00:00	7.72	https://myanimelist.net/anime/31380/To_LOVE-Ru_Darkness_2nd_OVA
Lupin III (2015): Italian Game	Special	1	2016-01-08 00:00:00	6.53	https://myanimelist.net/anime/32321/Lupin_III_2015__Italian_Game
Ansatsu Kyoushitsu 2nd Season	TV	25	2016-01-08 00:00:00	8.63	https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season
Kaijuu Sakaba Kanpai! Specials	Special	13	2016-01-29 00:00:00	5.39	https://myanimelist.net/anime/32197/Kaijuu_Sakaba_Kanpai_Specials
To LOVE-Ru Darkness 2nd Specials	Special	2	2016-02-26 00:00:00	7.78	https://myanimelist.net/anime/31711/To_LOVE-Ru_Darkness_2nd_Specials
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou	ONA	1	2016-02-29 00:00:00	6.07	https://myanimelist.net/anime/36242/TOHO_Cinemas_x_One_Piece_Film__Gold_-_Tokubetsu_Eizou
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen	ONA	8	2016-03-11 00:00:00	7.89	https://myanimelist.net/anime/32863/Ansatsu_Kyoushitsu_2nd_Season__Kagaijugyou-hen
Ushio to Tora (TV) 2nd Season	TV	13	2016-04-01 00:00:00	8.03	https://myanimelist.net/anime/31098/Ushio_to_Tora_TV_2nd_Season
Taka no Tsume-dan, Toyama	ONA	Unknown	2016-04-06 00:00:00	3.93	https://myanimelist.net/anime/33922/Taka_no_Tsume-dan_Toyama
Himitsukessha Taka no Tsume GT	ONA	47	2016-04-07 00:00:00	5.42	https://myanimelist.net/anime/32892/Himitsukessha_Taka_no_Tsume_GT
Detective Conan Movie 20: The Darkest Nightmare	Movie	1	2016-04-16 00:00:00	8.27	https://myanimelist.net/anime/32005/Detective_Conan_Movie_20__The_Darkest_Nightmare
Dragon Ball Z: The Real 4-D	Special	1	2016-07-01 00:00:00	6.24	https://myanimelist.net/anime/33947/Dragon_Ball_Z__The_Real_4-D
One Piece Film: Gold Episode 0 - 711 ver.	Special	1	2016-07-02 00:00:00	7.20	https://myanimelist.net/anime/33606/One_Piece_Film__Gold_Episode_0_-_711_ver
Saiki Kusuo no Ψ-nan	TV	120	2016-07-04 00:00:00	8.54	https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan
Samurai Noodles: The Originator	ONA	1	2016-07-05 00:00:00	6.21	https://myanimelist.net/anime/33734/Samurai_Noodles__The_Originator
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi	Special	1	2016-07-06 00:00:00	7.57	https://myanimelist.net/anime/32365/Boruto__Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi
One Piece: Heart of Gold	Special	1	2016-07-16 00:00:00	7.63	https://myanimelist.net/anime/33338/One_Piece__Heart_of_Gold
Kitty-chan wo Sagase! Toyama-shi Stamp Rally	ONA	1	2016-07-20 00:00:00	4.67	https://myanimelist.net/anime/33915/Kitty-chan_wo_Sagase_Toyama-shi_Stamp_Rally
One Piece Film: Gold	Movie	1	2016-07-23 00:00:00	8.10	https://myanimelist.net/anime/31490/One_Piece_Film__Gold
Katekyo Hitman Reborn! x ēlDLIVE Special	Special	1	2016-07-28 00:00:00	6.87	https://myanimelist.net/anime/33740/Katekyo_Hitman_Reborn_x_ēlDLIVE_Special
Gintama°: Aizome Kaori-hen	OVA	2	2016-08-04 00:00:00	8.47	https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen
Taka no Tsume 8: Yoshida-kun no Batten File	Movie	1	2016-08-20 00:00:00	5.85	https://myanimelist.net/anime/33662/Taka_no_Tsume_8__Yoshida-kun_no_Batten_File
Oishi-sa Hajikeru! One Piece	Special	1	2016-09-11 00:00:00	6.11	https://myanimelist.net/anime/34165/Oishi-sa_Hajikeru_One_Piece
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi	Special	1	2016-09-18 00:00:00	7.00	https://myanimelist.net/anime/33454/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__The_Final_-_Ryoutsu_Kakichi_Saigo_no_Hi
Time Bokan 24	TV	24	2016-10-01 00:00:00	5.88	https://myanimelist.net/anime/33026/Time_Bokan_24
Kamiusagi Rope x Wacoal	ONA	6	2016-10-05 00:00:00	5.64	https://myanimelist.net/anime/37851/Kamiusagi_Rope_x_Wacoal
Levain Cup x Kamiusagi Rope	ONA	7	2016-10-10 00:00:00	5.89	https://myanimelist.net/anime/35309/Levain_Cup_x_Kamiusagi_Rope
Inazuma Eleven: Outer Code	ONA	6	2016-11-04 00:00:00	7.01	https://myanimelist.net/anime/34178/Inazuma_Eleven__Outer_Code
Koro-sensei Q!	Movie	1	2016-11-19 00:00:00	7.26	https://myanimelist.net/anime/33511/Koro-sensei_Q
Ansatsu Kyoushitsu: 365-nichi no Jikan	Movie	1	2016-11-19 00:00:00	7.60	https://myanimelist.net/anime/33513/Ansatsu_Kyoushitsu__365-nichi_no_Jikan
Cyborg 009: Call of Justice 1	Movie	1	2016-11-25 00:00:00	6.40	https://myanimelist.net/anime/33685/Cyborg_009__Call_of_Justice_1
Boruto: Jump Festa 2016 Special	Special	1	2016-11-27 00:00:00	6.41	https://myanimelist.net/anime/35072/Boruto__Jump_Festa_2016_Special
Cyborg 009: Call of Justice 2	Movie	1	2016-12-02 00:00:00	6.55	https://myanimelist.net/anime/33686/Cyborg_009__Call_of_Justice_2
Cyborg 009: Call of Justice 3	Movie	1	2016-12-09 00:00:00	6.58	https://myanimelist.net/anime/33687/Cyborg_009__Call_of_Justice_3
Detective Conan: Episode One - The Great Detective Turned Small	Special	1	2016-12-09 00:00:00	8.40	https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small
Koro-sensei Quest!	ONA	12	2016-12-23 00:00:00	7.25	https://myanimelist.net/anime/34389/Koro-sensei_Quest
ēlDLIVE	TV	12	2017-01-08 00:00:00	6.26	https://myanimelist.net/anime/32878/ēlDLIVE
Gintama.	TV	12	2017-01-09 00:00:00	9.00	https://myanimelist.net/anime/34096/Gintama
Kemono Friends	TV	12	2017-01-11 00:00:00	7.67	https://myanimelist.net/anime/33089/Kemono_Friends
Lupin the IIIrd: Chikemuri no Ishikawa Goemon	Movie	1	2017-02-04 00:00:00	7.88	https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou	ONA	1	2017-02-05 00:00:00	4.43	https://myanimelist.net/anime/34872/Tapuri_Card_x_Kaijuu_Sakaba_Kanpai__Kanegon_no_Shuchou
Heisei Matsue Kaidan: Ayashi	ONA	2	2017-03-16 00:00:00	4.85	https://myanimelist.net/anime/35140/Heisei_Matsue_Kaidan__Ayashi
Yoshida no Matsue Beauty Daisakusen	ONA	3	2017-03-16 00:00:00	5.73	https://myanimelist.net/anime/35142/Yoshida_no_Matsue_Beauty_Daisakusen
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour	ONA	1	2017-03-16 00:00:00	4.58	https://myanimelist.net/anime/35141/Matsue_Kankou_Taishi_Sanri_ga_Iku_Matsue_Ghost_Tour
Yoshida no Matsue Beauty Daisakusen Prologue	ONA	1	2017-03-16 00:00:00	5.20	https://myanimelist.net/anime/35143/Yoshida_no_Matsue_Beauty_Daisakusen_Prologue
Kemono Friends: Bus-teki	ONA	1	2017-04-04 00:00:00	6.74	https://myanimelist.net/anime/35347/Kemono_Friends__Bus-teki
Boruto: Naruto Next Generations	TV	Unknown	2017-04-05 00:00:00	6.60	https://myanimelist.net/anime/34566/Boruto__Naruto_Next_Generations
Atom: The Beginning	TV	12	2017-04-15 00:00:00	6.92	https://myanimelist.net/anime/33371/Atom__The_Beginning
Detective Conan Movie 21: The Crimson Love Letter	Movie	1	2017-04-15 00:00:00	7.81	https://myanimelist.net/anime/34430/Detective_Conan_Movie_21__The_Crimson_Love_Letter
Mahouka x Mameshiba	ONA	4	2017-05-24 00:00:00	5.25	https://myanimelist.net/anime/35631/Mahouka_x_Mameshiba
BraFro x Taka no Tsume: Brave Funding Prologue	ONA	1	2017-05-28 00:00:00	5.00	https://myanimelist.net/anime/35648/BraFro_x_Taka_no_Tsume__Brave_Funding_Prologue
NoisyCell x Ponkotsu Quest	ONA	1	2017-06-07 00:00:00	5.17	https://myanimelist.net/anime/35704/NoisyCell_x_Ponkotsu_Quest
Hungry Days: Aoharu ka yo.	Special	Unknown	2017-06-07 00:00:00	5.82	https://myanimelist.net/anime/35770/Hungry_Days__Aoharu_ka_yo
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo	Movie	1	2017-06-17 00:00:00	7.59	https://myanimelist.net/anime/32900/Mahouka_Koukou_no_Rettousei_Movie__Hoshi_wo_Yobu_Shoujo
Sono Me ga Mitsumeru Mono	ONA	1	2017-06-19 00:00:00	5.33	https://myanimelist.net/anime/36239/Sono_Me_ga_Mitsumeru_Mono
Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!	ONA	1	2017-07-29 00:00:00	4.26	https://myanimelist.net/anime/36132/Taka_no_Tsume__Tokyo_Comic_Con_2017_no_Ouen-dan_ni_Shuunin_Kettei
Uma no Friends	ONA	1	2017-08-08 00:00:00	6.39	https://myanimelist.net/anime/36119/Uma_no_Friends
