name	media type	episode count	dates aired	rating	url
Planetes	TV	26	2003-10-04 00:00:00	8.34	https://myanimelist.net/anime/329/Planetes
Planetes Picture Drama	Special	9	2009-09-25 00:00:00	5.66	https://myanimelist.net/anime/10735/Planetes_Picture_Drama
Planetes	Manga	NULL	NULL	8.42	https://myanimelist.net/manga/481/Planetes
