name	media type	episode count	dates aired	rating	url
ReLIFE	TV	13	2016-07-02 00:00:00	8.12	https://myanimelist.net/anime/30015/ReLIFE
ReLIFE: Kanketsu-hen	Special	4	2018-03-21 00:00:00	8.32	https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
ReLIFE: Kanketsu-hen Specials	Special	2	2018-03-21 00:00:00	6.73	https://myanimelist.net/anime/37921/ReLIFE__Kanketsu-hen_Specials
ReLIFE	Manga	NULL	NULL	8.69	https://myanimelist.net/manga/78523/ReLIFE
