name	media type	episode count	dates aired	rating	url
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen	TV	12	2019-01-12 00:00:00	8.48	https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
