name	media type	episode count	dates aired	rating
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files	OVA	1	2008	7.28
Mame-Mofu Collab Animation	ONA	1	2008	5.50
Yatterman x Toshiba	Special	1	2008	5.25
Mameshiba Bangai-hen	Special	4	2008 to 2013	5.80
Yatterman	TV	60	2008-01-14 00:00:00	6.68
Naruto: Shippuuden - Shippuu! "Konoha Gakuen" Den	Special	1	2008-02-06 00:00:00	7.24
One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura	Movie	1	2008-03-01 00:00:00	7.59
Lupin III: Green vs. Red	OVA	1	2008-04-02 00:00:00	6.69
Believe	
Episodes:
  1
  	1	2008-04-03 00:00:00	5.94
To LOVE-Ru	TV	26	2008-04-04 00:00:00	7.21
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid	Special	2	2008-04-06 00:00:00	6.71
Golgo 13 (TV)	TV	50	2008-04-12 00:00:00	7.58
Detective Conan Movie 12: Full Score of Fear	Movie	1	2008-04-19 00:00:00	7.91
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab	OVA	1	2008-04-19 00:00:00	7.62
Yatterman Specials	Special	2	2008-05-05 00:00:00	6.16
Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi	Movie	1	2008-05-24 00:00:00	4.75
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha	Movie	1	2008-05-31 00:00:00	5.82
Batman: Gotham Knight	OVA	6	2008-07-08 00:00:00	7.04
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan	Special	1	2008-07-25 00:00:00	7.14
InuYasha: Kuroi Tessaiga	Special	1	2008-07-30 00:00:00	7.86
Naruto: Shippuuden Movie 2 - Kizuna	Movie	1	2008-08-02 00:00:00	7.40
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Special	1	2008-09-21 00:00:00	7.02
Gintama: Shiroyasha Koutan	Special	1	2008-09-21 00:00:00	8.37
Casshern Sins	TV	24	2008-10-02 00:00:00	7.58
Inazuma Eleven	TV	127	2008-10-05 00:00:00	7.67
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h	Special	2	2008-10-26 00:00:00	7.11
One Piece: Romance Dawn Story	OVA	1	2008-11-24 00:00:00	7.48
Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi	OVA	3	2008-12-08 00:00:00	6.28
Peeping Life Specials	Special	2	2009	4.84
Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu	Movie	1	2009-01-01 00:00:00	6.81
Lupin III vs. Detective Conan	Special	1	2009-03-27 00:00:00	7.86
To LOVE-Ru OVA	OVA	6	2009-04-03 00:00:00	7.42
Shin Mazinger Shougeki! Z-hen	TV	26	2009-04-04 00:00:00	7.86
Dragon Ball Kai	TV	97	2009-04-05 00:00:00	7.87
Detective Conan Movie 13: The Raven Chaser	Movie	1	2009-04-18 00:00:00	8.34
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata	OVA	1	2009-04-18 00:00:00	7.53
Peeping Life	TV	10	2009-05-14 00:00:00	5.37
Detective Conan OVA 09: The Stranger in 10 Years...	OVA	1	2009-06-17 00:00:00	8.03
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Movie	1	2009-08-01 00:00:00	7.45
Utsurun Desu.	OVA	3	2009-08-21 00:00:00	6.67
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron	Movie	1	2009-08-22 00:00:00	6.34
Lupin the Third x Monkey Majik	
Episodes:
  1
  	1	2009-08-26 00:00:00	6.42
Taka no Tsume x Ballad Katte ni Senden Movie	ONA	1	2009-09-09 00:00:00	4.55
Mameshiba the DVD Green Pea-shiba no Kutsujoku	OVA	4	2009-09-16 00:00:00	5.73
InuYasha: Kanketsu-hen	TV	26	2009-10-04 00:00:00	8.30
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi	Special	12	2009-10-05 00:00:00	4.90
Himitsukessha Taka no Tsume Countdown	TV	11	2009-10-07 00:00:00	6.04
Cofun Gal no Coffy Campus Life	TV	11	2009-10-07 00:00:00	4.91
Toriko: Jump Super Anime Tour 2009 Special	Special	1	2009-10-12 00:00:00	7.08
Naruto: The Cross Roads	Special	1	2009-10-12 00:00:00	6.92
Cofun Gal no Coffy Campus Life: Intro	ONA	1	2009-10-27 00:00:00	4.16
Kamiusagi Rope x TOHO Cinemas	ONA	Unknown	2009-11-05 00:00:00	5.13
Peeping Life: Gekijou Original-ban	Movie	5	2009-12-01 00:00:00	5.14
One Piece Film: Strong World	Movie	1	2009-12-12 00:00:00	8.29
Himitsukessha Taka no Tsume Countdown Specials	Special	5	2009-12-18 00:00:00	5.62
Cofun Gal no Coffy Campus Life Specials	Special	5	2009-12-18 00:00:00	6.07
Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni	Movie	1	2010-01-16 00:00:00	5.37
Cofun Gal no Coffy: Cofunderella	Movie	1	2010-01-16 00:00:00	5.15
Lupin III: The Last Job	Special	1	2010-02-12 00:00:00	7.07
One Piece Recap	OVA	1	2010-03-17 00:00:00	7.28
Gintama: Dai Hanseikai	Special	1	2010-03-25 00:00:00	8.12
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview	Special	3	2010-04-07 00:00:00	7.48
Detective Conan OVA 10: Kid in Trap Island	OVA	1	2010-04-14 00:00:00	7.88
Peeping Life: The Perfect Emotion	OVA	10	2010-04-16 00:00:00	5.48
Peeping Life: The Perfect Emotion Special	Special	1	2010-04-16 00:00:00	5.22
Magic Kaito	Special	12	2010-04-17 00:00:00	7.95
Detective Conan Movie 14: The Lost Ship in the Sky	Movie	1	2010-04-17 00:00:00	8.25
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey	OVA	1	2010-04-17 00:00:00	7.61
Gintama Movie 1: Shinyaku Benizakura-hen	Movie	1	2010-04-24 00:00:00	8.55
Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko	OVA	1	2010-06-10 00:00:00	5.66
Naruto: Shippuuden Movie 4 - The Lost Tower	Movie	1	2010-07-31 00:00:00	7.52
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!	Movie	1	2010-07-31 00:00:00	7.07
PS3® no Tsukai Kata: feat.Peeping Life	OVA	6	2010-09-26 00:00:00	5.54
Bakuman.	TV	25	2010-10-02 00:00:00	8.30
Cyborg 009: The Reopening	Special	1	2010-10-05 00:00:00	5.62
Motto To LOVE-Ru	TV	12	2010-10-06 00:00:00	7.48
Toriko: Barbarian Ivy wo Hokaku Seyo!	Special	1	2010-10-23 00:00:00	6.74
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku	OVA	1	2010-11-11 00:00:00	6.88
Mazinkaiser SKL	OVA	3	2010-11-27 00:00:00	7.11
Gintama: Shinyaku Benizakura-hen	Special	1	2010-12-15 00:00:00	8.31
Inazuma Eleven: Saikyou Gundan Ogre Shuurai	Movie	1	2010-12-23 00:00:00	7.45
Babyshiba	Special	6	2011	5.64
Pepsi Nex x 009 Re:Cyborg	Movie	3	2011 to 2013	5.68
Naruto x UT	OVA	1	2011-01-01 00:00:00	7.51
Hybrid Deka	Movie	1	2011-01-22 00:00:00	5.19
Peeping Life: The Perfect Evolution	OVA	10	2011-01-27 00:00:00	5.42
Peeping Life: The Perfect Evolution Specials	Special	3	2011-01-27 00:00:00	5.10
Kamiusagi Rope Specials	Special	2	2011-01-28 00:00:00	4.74
Danball Senki	TV	44	2011-03-02 00:00:00	7.22
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou	Special	1	2011-03-05 00:00:00	6.91
SKET Dance: SD Character Flash Anime	ONA	16	2011-03-07 00:00:00	6.66
Toriko 3D: Kaimaku Gourmet Adventure!!	Movie	1	2011-03-19 00:00:00	6.79
One Piece 3D: Mugiwara Chase	Movie	1	2011-03-19 00:00:00	7.21
Toriko	TV	147	2011-04-03 00:00:00	7.67
Gintama'	TV	51	2011-04-04 00:00:00	9.09
SKET Dance	TV	77	2011-04-07 00:00:00	8.31
Detective Conan Movie 15: Quarter of Silence	Movie	1	2011-04-16 00:00:00	8.12
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio	OVA	1	2011-04-16 00:00:00	7.43
Ninja-tai Gatchaman ZIP!	TV	475	2011-04-18 00:00:00	5.72
Detective Conan vs. Wooo	ONA	2	2011-04-22 00:00:00	6.12
Kemurikusa	ONA	2	2011-05-01 00:00:00	5.78
SKET Dance: Tettei Bunseki Special	Special	1	2011-05-03 00:00:00	7.10
Inazuma Eleven Go	TV	47	2011-05-04 00:00:00	7.16
Detective Conan OVA 11: A Secret Order from London	OVA	1	2011-05-30 00:00:00	7.47
Inumarudashi	TV	4	2011-06-10 00:00:00	5.37
Peeping Life x Kids Station	Special	3	2011-07-06 00:00:00	4.13
Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo	Special	1	2011-07-15 00:00:00	4.54
Naruto: Shippuuden Movie 5 - Blood Prison	Movie	1	2011-07-30 00:00:00	7.58
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!	Movie	1	2011-07-30 00:00:00	7.25
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni	Special	1	2011-08-02 00:00:00	7.64
Peeping Life: TV Asahi Josei Announcer Collab	Special	1	2011-08-19 00:00:00	4.76
Peeping Life: The Perfect Extension	OVA	10	2011-09-23 00:00:00	5.57
Peeping Life: The Perfect Extension Specials	Special	2	2011-09-23 00:00:00	4.60
Bakuman. 2nd Season	TV	25	2011-10-01 00:00:00	8.46
One Piece 3D: Gekisou! Trap Coaster	Movie	1	2011-12-01 00:00:00	7.21
Lupin III: Chi no Kokuin - Eien no Mermaid	Special	1	2011-12-02 00:00:00	7.30
Inazuma Eleven Go: Tokubetsu-hen	Special	2	2011-12-08 00:00:00	6.80
Dragon Ball: Episode of Bardock	Special	1	2011-12-17 00:00:00	7.31
Kamiusagi Rope 3	Movie	12	2011-12-23 00:00:00	4.88
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon	Movie	1	2011-12-23 00:00:00	7.59
Tatsunoko Pro x Peeping Life	ONA	2	2011-12-26 00:00:00	5.14
Detective Conan: The Magician of Starlight	Movie	1	2012	7.06
Mameshi-Pamyu-Pamyu	Special	9	2012 to 2013	5.46
Seishain Cyborg 003	ONA	2	2012-01-10 00:00:00	5.45
Danball Senki W	TV	58	2012-01-18 00:00:00	7.25
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun	TV	9	2012-01-22 00:00:00	5.89
Kamiusagi Rope 2 Specials	Special	4	2012-01-27 00:00:00	4.54
Peeping Life 5.0ch	OVA	10	2012-02-03 00:00:00	5.61
Kamiusagi Rope 3 (ONA)	ONA	2	2012-02-12 00:00:00	5.16
Kamiusagi Rope x au Collaboration	ONA	6	2012-03-11 00:00:00	4.85
Kamiusagi Rope Movie Episode 0	ONA	1	2012-03-13 00:00:00	5.47
Taka no Tsume NEO Announcement Movie	Special	1	2012-03-14 00:00:00	5.20
Kamiusagi Rope x Panasonic Collaboration	Movie	1	2012-03-19 00:00:00	5.80
Lupin III: Lupin Ikka Seizoroi	Special	1	2012-03-28 00:00:00	6.82
Lupin VIII	Special	1	2012-03-28 00:00:00	5.67
Naruto SD: Rock Lee no Seishun Full-Power Ninden	TV	51	2012-04-03 00:00:00	7.23
Lupin the Third: Mine Fujiko to Iu Onna	TV	13	2012-04-05 00:00:00	7.81
Himitsukessha Taka no Tsume NEO	TV	38	2012-04-06 00:00:00	6.13
himitsukesshatakanotsume.jp	ONA	78	2012-04-06 00:00:00	5.82
Detective Conan Movie 16: The Eleventh Striker	Movie	1	2012-04-14 00:00:00	7.83
Detective Conan Bonus File: Fantasista Flower	OVA	1	2012-04-14 00:00:00	7.49
Inazuma Eleven Go: Chrono Stone	TV	51	2012-04-18 00:00:00	7.35
Mini Rope	TV	4	2012-05-04 00:00:00	4.81
Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?	Movie	1	2012-05-12 00:00:00	5.27
Detective Conan OVA 12: The Miracle of Excalibur	OVA	1	2012-05-24 00:00:00	7.13
au x Rope	ONA	3	2012-07-10 00:00:00	5.01
Naruto: Shippuuden Movie 6 - Road to Ninja	Movie	1	2012-07-28 00:00:00	7.79
To LOVE-Ru Darkness OVA	OVA	6	2012-08-17 00:00:00	7.72
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna	Special	1	2012-08-25 00:00:00	8.23
Gintama: Yorinuki Gintama-san on Theater 2D	Movie	2	2012-08-26 00:00:00	8.48
Bakuman. 2nd Season Special	Special	1	2012-09-26 00:00:00	6.83
Bakuman.: Deraman.	Special	2	2012-09-29 00:00:00	7.29
Gintama': Enchousen	TV	13	2012-10-04 00:00:00	9.05
To LOVE-Ru Darkness	TV	12	2012-10-06 00:00:00	7.65
Bakuman. 3rd Season	TV	25	2012-10-06 00:00:00	8.64
009 Re:Cyborg x Zip	ONA	10	2012-10-15 00:00:00	5.29
Peeping Life: The Perfect Explosion	OVA	10	2012-10-18 00:00:00	5.59
Peeping Life: The Perfect Explosion Specials	Special	2	2012-10-18 00:00:00	5.49
009 Re:Cyborg	Movie	1	2012-10-27 00:00:00	6.63
InaDan Movie x Mameshiba Collab CM	Special	2	2012-10-30 00:00:00	5.59
Lupin III: Touhou Kenbunroku - Another Page	Special	1	2012-11-02 00:00:00	6.90
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?	TV	Unknown	2012-11-16 00:00:00	5.56
Peeping Life x I-O Data: Quiz!! Input Output	ONA	8	2012-11-30 00:00:00	5.19
Inazuma Eleven Go vs. Danball Senki W Movie	Movie	1	2012-12-01 00:00:00	7.24
himitsukesshatakanotsume.jp Specials	Special	2	2012-12-12 00:00:00	5.52
One Piece Film: Z	Movie	1	2012-12-15 00:00:00	8.29
One Piece: Episode of Luffy - Hand Island no Bouken	Special	1	2012-12-15 00:00:00	7.76
Lupin Shanshei	OVA	10	2012-12-19 00:00:00	5.68
Lupin Shanshei Pilot	Special	1	2012-12-19 00:00:00	5.71
One Piece: Romance Dawn	OVA	1	2012-12-20 00:00:00	7.57
Peeping Life: World History	ONA	40	2012-12-20 00:00:00	5.94
One Piece: Glorious Island	Special	2	2012-12-23 00:00:00	7.29
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi	OVA	1	2013-02-04 00:00:00	8.03
Dragon Ball Z Movie 14: Kami to Kami	Movie	1	2013-03-30 00:00:00	7.53
Danball Senki Wars	TV	37	2013-04-03 00:00:00	7.27
Himitsukessha Taka no Tsume MAX	TV	38	2013-04-05 00:00:00	6.02
Mazinger ZIP!	TV	237	2013-04-08 00:00:00	6.01
Detective Conan Movie 17: Private Eye in the Distant Sea	Movie	1	2013-04-20 00:00:00	7.82
Takarakuji x Rope	ONA	5	2013-04-25 00:00:00	4.71
Momoya x Peeping Life: Go en Desu yo!	ONA	4	2013-04-25 00:00:00	5.50
Inazuma Eleven Go: Galaxy	TV	43	2013-05-08 00:00:00	6.88
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA	ONA	4	2013-06-06 00:00:00	5.51
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland	OVA	10	2013-06-25 00:00:00	5.77
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials	Special	2	2013-06-25 00:00:00	4.64
Bakuman. 3rd Season Specials	Special	2	2013-06-26 00:00:00	7.11
Go! Go! Kadendanshi	ONA	78	2013-07-02 00:00:00	4.91
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare	Movie	1	2013-07-06 00:00:00	9.00
Tanahashi Hiroshi X Mameshiba Pro Wrestling	Special	2	2013-07-09 00:00:00	5.25
Gin no Saji	TV	11	2013-07-12 00:00:00	8.15
Gatchaman Crowds	TV	12	2013-07-13 00:00:00	7.40
Toriko Movie: Bishokushin no Special Menu	Movie	1	2013-07-27 00:00:00	7.22
Bic Contact X Mameshiba Collab CM	Special	1	2013-08-02 00:00:00	5.24
Saiki Kusuo no Ψ-nan (ONA)	ONA	1	2013-08-04 00:00:00	6.34
Peeping Life: YouTuber-kun	ONA	4	2013-08-08 00:00:00	4.58
Ponkotsu Quest: Maou to Haken no Mamono-tachi	ONA	Unknown	2013-08-22 00:00:00	5.68
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari	Special	1	2013-08-24 00:00:00	8.28
Daiyoshi P Produce Ashita no Jobuubu	ONA	10	2013-08-30 00:00:00	5.00
Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus	Movie	1	2013-09-13 00:00:00	5.81
Kamiusagi Rope x Tokyo Gas	ONA	2	2013-09-19 00:00:00	5.00
JU Chuuko Jidousha Hanbaishi x Peeping Life	ONA	2	2013-09-30 00:00:00	5.00
Gaist Crusher	TV	51	2013-10-02 00:00:00	6.01
Ansatsu Kyoushitsu: Jump Festa 2013 Special	Special	1	2013-10-06 00:00:00	7.30
Naruto: Shippuuden - Sunny Side Battle	Special	1	2013-10-06 00:00:00	7.41
Tire Kan x Kamiusagi Rope	ONA	22	2013-10-14 00:00:00	5.34
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi	Special	1	2013-11-15 00:00:00	6.99
Gintama x Mameshiba	Special	6	2013-12-03 00:00:00	6.83
Lupin III vs. Detective Conan: The Movie	Movie	1	2013-12-07 00:00:00	8.01
Momoya x Peeping Life: Go en Desu yo! II	ONA	5	2013-12-19 00:00:00	5.56
Gin no Saji 2nd Season	TV	11	2014-01-10 00:00:00	8.33
Kamiusagi Rope x TOHO Cinemas (Movies)	Movie	Unknown	2014-01-11 00:00:00	4.60
One Piece: Cry Heart	Special	3	2014-01-19 00:00:00	6.76
Shiseido x Kamiusagi Rope	ONA	2	2014-01-21 00:00:00	5.00
Gatchaman Crowds: Embrace	Special	1	2014-01-22 00:00:00	7.45
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!	ONA	6	2014-02-22 00:00:00	6.39
Danball Senki Wars: All Star Battle	Special	1	2014-02-27 00:00:00	6.56
Ponkotsu Quest x Gatchaman Special	ONA	1	2014-03-02 00:00:00	5.39
Ponkotsu Quest Specials	ONA	Unknown	2014-03-13 00:00:00	5.76
Mameshiba x Gaist Crusher Collab CM	Special	1	2014-03-21 00:00:00	5.60
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen	ONA	1	2014-03-25 00:00:00	4.23
Peeping Life: Shinkon-chan Kansai ni Irasshai	ONA	1	2014-03-27 00:00:00	5.16
Ohayou Hakushon Daimaou	TV	237	2014-03-31 00:00:00	6.11
Taka no Tsume 7: Joou Heika no Jobuubu	Movie	1	2014-04-04 00:00:00	6.32
Dragon Ball Kai (2014)	TV	61	2014-04-06 00:00:00	7.87
Mahouka Koukou no Rettousei	TV	26	2014-04-06 00:00:00	7.71
Himitsukessha Taka no Tsume EX	TV	38	2014-04-11 00:00:00	5.77
Detective Conan Movie 18: The Sniper from Another Dimension	Movie	1	2014-04-19 00:00:00	8.19
Go! Go! Kadendanshi 2nd Season	ONA	78	2014-04-29 00:00:00	5.00
Detective Conan: The Fugitive Kogorou Mouri	ONA	1	2014-04-30 00:00:00	7.05
3-bu de Wakaru Koizumi Yakumo no Kaidan	ONA	7	2014-05-09 00:00:00	5.54
Ponkotsu Quest x Monsterz	ONA	3	2014-05-25 00:00:00	6.00
Inazuma Eleven: Chou Jigen Dream Match	Movie	1	2014-06-13 00:00:00	7.06
Lupin the IIIrd: Jigen Daisuke no Bohyou	Movie	1	2014-06-21 00:00:00	7.90
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film	ONA	1	2014-06-25 00:00:00	5.32
Kana Kana Kazoku	ONA	Unknown	2014-07-26 00:00:00	5.21
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai	Special	1	2014-08-30 00:00:00	8.02
Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou	ONA	6	2014-09-01 00:00:00	4.89
Magic Kaito 1412	TV	24	2014-10-04 00:00:00	7.95
Donten ni Warau	TV	12	2014-10-04 00:00:00	7.59
Beppu x Peeping Life	ONA	1	2014-11-06 00:00:00	4.86
Ansatsu Kyoushitsu: Deai no Jikan	Special	1	2014-11-09 00:00:00	7.48
Kana Kana Kazoku: Rika in Wonderland	ONA	1	2014-11-12 00:00:00	4.42
Takemoto Denki x Peeping Life	ONA	1	2014-11-16 00:00:00	5.26
The Last: Naruto the Movie	Movie	1	2014-12-06 00:00:00	7.87
Kana Kana Kazoku: Stop Rubella	ONA	1	2014-12-24 00:00:00	4.59
The Disappearance of Conan Edogawa: The Worst Two Days in History	Special	1	2014-12-26 00:00:00	7.84
Detective Conan: Happy New Year Special	Special	1	2015-01-03 00:00:00	7.17
Kana Kana Kazoku: Shinnen no Goaisatsu	ONA	1	2015-01-07 00:00:00	5.19
Ansatsu Kyoushitsu	TV	22	2015-01-10 00:00:00	8.21
Yoru no Yatterman	TV	12	2015-01-11 00:00:00	6.54
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! - Saiseitte Nani?	Special	1	2015-02-25 00:00:00	6.56
Purina Felix	Special	6	2015-03-04 00:00:00	5.76
Good Morning!!! Doronjo	TV	243	2015-03-30 00:00:00	5.36
Himitsukessha Taka no Tsume DO	TV	38	2015-04-03 00:00:00	4.97
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru	Special	1	2015-04-03 00:00:00	8.14
Gintama°	TV	51	2015-04-08 00:00:00	9.11
Heisei Matsue Kaidan	ONA	7	2015-04-09 00:00:00	4.91
Grendizer Giga	ONA	1	2015-04-12 00:00:00	5.65
Dragon Ball Z Movie 15: Fukkatsu no "F"	Movie	1	2015-04-18 00:00:00	7.31
Detective Conan Movie 19: The Hellfire Sunflowers	Movie	1	2015-04-18 00:00:00	7.78
Gatchaman Crowds Insight: Inbound	ONA	1	2015-06-20 00:00:00	7.06
Kaette Kite yoo Toyama kara	ONA	4	2015-06-29 00:00:00	4.59
Ushio to Tora (TV)	TV	26	2015-07-03 00:00:00	7.65
Dragon Ball Super	TV	131	2015-07-05 00:00:00	7.67
Gatchaman Crowds Insight	TV	12	2015-07-05 00:00:00	7.37
To LOVE-Ru Darkness 2nd	TV	12	2015-07-07 00:00:00	7.66
Kaijuu Sakaba Kanpai!	TV	13	2015-07-07 00:00:00	5.67
Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro	OVA	9	2015-07-10 00:00:00	4.60
Boruto: Naruto the Movie	Movie	1	2015-08-07 00:00:00	7.76
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi	Special	1	2015-08-22 00:00:00	7.79
Lupin III (2015) Specials	Special	2	2015-09-06 00:00:00	7.30
Satto Anshin, SAT x Peeping Life	ONA	3	2015-09-30 00:00:00	5.39
Lupin III (2015)	TV	24	2015-10-02 00:00:00	7.95
Peeping Life TV: Season 1??	TV	12	2015-10-04 00:00:00	5.72
ZIP! x Peeping Life TV: Cool Japan Saizensen	ONA	5	2015-10-19 00:00:00	4.68
Ponkotsuland Saga	ONA	1	2015-10-24 00:00:00	4.58
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue	Special	1	2015-11-03 00:00:00	8.12
Cyborg 009 VS Devilman	OVA	3	2015-11-11 00:00:00	6.50
Mameshiba Gakuen	Special	6	2015-11-19 00:00:00	5.70
One Piece: Long Ring Long Land-hen	Special	1	2015-12-11 00:00:00	6.88
One Piece: Adventure of Nebulandia	Special	1	2015-12-19 00:00:00	7.40
Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials	Special	Unknown	2015-12-23 00:00:00	6.20
Scratch x One Piece Film: Gold	Special	1	2016	6.09
One Piece Film: Gold - Cine Mike Popcorn Kokuchi	Special	1	2016	6.20
To LOVE-Ru Darkness 2nd OVA	OVA	3	2016-01-04 00:00:00	7.72
Ansatsu Kyoushitsu 2nd Season	TV	25	2016-01-08 00:00:00	8.63
Lupin III (2015): Italian Game	Special	1	2016-01-08 00:00:00	6.53
Kaijuu Sakaba Kanpai! Specials	Special	13	2016-01-29 00:00:00	5.39
To LOVE-Ru Darkness 2nd Specials	Special	2	2016-02-26 00:00:00	7.78
To LOVE-Ru Darkness 2nd Specials	Special	2	2016-02-26 00:00:00	7.78
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou	ONA	1	2016-02-29 00:00:00	6.07
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen	ONA	8	2016-03-11 00:00:00	7.89
Ushio to Tora (TV) 2nd Season	TV	13	2016-04-01 00:00:00	8.03
Taka no Tsume-dan, Toyama	ONA	Unknown	2016-04-06 00:00:00	3.93
Himitsukessha Taka no Tsume GT	ONA	47	2016-04-07 00:00:00	5.42
Detective Conan Movie 20: The Darkest Nightmare	Movie	1	2016-04-16 00:00:00	8.27
Dragon Ball Z: The Real 4-D	Special	1	2016-07-01 00:00:00	6.24
One Piece Film: Gold Episode 0 - 711 ver.	Special	1	2016-07-02 00:00:00	7.20
Saiki Kusuo no Ψ-nan	TV	120	2016-07-04 00:00:00	8.54
Samurai Noodles: The Originator	ONA	1	2016-07-05 00:00:00	6.21
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi	Special	1	2016-07-06 00:00:00	7.57
One Piece: Heart of Gold	Special	1	2016-07-16 00:00:00	7.63
Kitty-chan wo Sagase! Toyama-shi Stamp Rally	ONA	1	2016-07-20 00:00:00	4.67
One Piece Film: Gold	Movie	1	2016-07-23 00:00:00	8.10
Katekyo Hitman Reborn! x ēlDLIVE Special	Special	1	2016-07-28 00:00:00	6.87
Gintama°: Aizome Kaori-hen	OVA	2	2016-08-04 00:00:00	8.47
Taka no Tsume 8: Yoshida-kun no Batten File	Movie	1	2016-08-20 00:00:00	5.85
Oishi-sa Hajikeru! One Piece	Special	1	2016-09-11 00:00:00	6.11
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi	Special	1	2016-09-18 00:00:00	7.00
Time Bokan 24	TV	24	2016-10-01 00:00:00	5.88
Kamiusagi Rope x Wacoal	ONA	6	2016-10-05 00:00:00	5.64
Levain Cup x Kamiusagi Rope	ONA	7	2016-10-10 00:00:00	5.89
Inazuma Eleven: Outer Code	ONA	6	2016-11-04 00:00:00	7.01
Koro-sensei Q!	Movie	1	2016-11-19 00:00:00	7.26
Ansatsu Kyoushitsu: 365-nichi no Jikan	Movie	1	2016-11-19 00:00:00	7.60
Cyborg 009: Call of Justice 1	Movie	1	2016-11-25 00:00:00	6.40
Boruto: Jump Festa 2016 Special	Special	1	2016-11-27 00:00:00	6.41
Cyborg 009: Call of Justice 2	Movie	1	2016-12-02 00:00:00	6.55
Detective Conan: Episode One - The Great Detective Turned Small	Special	1	2016-12-09 00:00:00	8.40
Cyborg 009: Call of Justice 3	Movie	1	2016-12-09 00:00:00	6.58
Koro-sensei Quest!	ONA	12	2016-12-23 00:00:00	7.25
ēlDLIVE	TV	12	2017-01-08 00:00:00	6.26
Gintama.	TV	12	2017-01-09 00:00:00	9.00
Kemono Friends	TV	12	2017-01-11 00:00:00	7.67
